codigo_produto,nome_produto,quantidade_devolvida,valor_devolvido,num_devolucoes
20983,12 PENCILS TALL TUBE RED RETROSPOT,-7,-5.95,3
22121,NOEL WOODEN BLOCK LETTERS,-1,-5.95,1
85061W,WHITE JEWELLED HEART DECORATION,-7,-5.95,2
84575A,PINK DOG CANNISTER,-1,-5.95,1
22944,CHRISTMAS METAL POSTCARD WITH BELLS,-13,-5.93,2
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,-2,-5.9,1
22176,BLUE OWL SOFT TOY,-2,-5.9,2
22314,OFFICE MUG WARMER CHOC+BLUE,-2,-5.9,1
22742,MAKE YOUR OWN PLAYTIME CARD KIT,-2,-5.9,1
22904,CALENDAR PAPER CUT DESIGN,-2,-5.9,1
22175,PINK OWL SOFT TOY,-2,-5.9,2
85071B,RED CHARLIE+LOLA PERSONAL DOORSIGN,-2,-5.9,1
21901,"KEY FOB , BACK DOOR",-9,-5.8500000000000005,1
21902,"KEY FOB , FRONT  DOOR",-9,-5.8500000000000005,2
22433,WATERING CAN GREEN DINOSAUR,-3,-5.85,3
84839,SWEETHEART KEY CABINET,-1,-5.55,1
16202E,BLACK PHOTO ALBUM,-1,-5.55,1
15044D,RED PAPER PARASOL,-2,-5.5,2
20781,GOLD EAR MUFF HEADPHONES,-1,-5.49,1
21917,SET 12 KIDS  WHITE CHALK STICKS,-13,-5.46,2
82551,LAUNDRY 15C METAL SIGN,-4,-5.2,3
79163,BLACK CHAMPAGNE GLASS,-10,-5.16,3
22110,BIRD HOUSE HOT WATER BOTTLE,-2,-5.1,1
22598,CHRISTMAS MUSICAL ZINC TREE,-6,-5.1,1
22576,SWALLOW WOODEN CHRISTMAS DECORATION,-6,-5.1,1
21561,DINOSAUR LUNCH BOX WITH CUTLERY,-2,-5.1,2
22583,PACK OF 6 HANDBAG GIFT BOXES,-2,-5.1,2
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,-3,-5.07,1
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,-3,-5.07,1
84678,CLASSICAL ROSE SMALL VASE,-3,-5.05,2
22034,ROBIN CHRISTMAS CARD,-12,-5.04,1
22042,CHRISTMAS CARD SINGING ANGEL,-12,-5.04,1
22023,EMPIRE BIRTHDAY CARD,-12,-5.04,1
22028,PENNY FARTHING BIRTHDAY CARD,-12,-5.04,1
22031,BOTANICAL LAVENDER BIRTHDAY CARD,-12,-5.04,1
22029,SPACEBOY BIRTHDAY CARD,-12,-5.04,1
22714,CARD BIRTHDAY COWBOY,-12,-5.04,1
22026,BANQUET BIRTHDAY  CARD,-12,-5.04,1
22025,RING OF ROSES BIRTHDAY CARD,-12,-5.04,1
22024,RAINY LADIES BIRTHDAY CARD,-12,-5.04,1
21507,ELEPHANT BIRTHDAY CARD,-12,-5.04,1
21506,"FANCY FONT BIRTHDAY CARD,",-12,-5.04,1
21508,VINTAGE KID DOLLY CARD,-12,-5.04,1
21507,"ELEPHANT, BIRTHDAY CARD,",-12,-5.04,1
21445,12 PINK ROSE PEG PLACE SETTINGS,-4,-5.0,1
47563A,RETRO LONGBOARD IRONING BOARD COVER,-4,-5.0,1
47504H,ENGLISH ROSE SPIRIT LEVEL,-4,-5.0,1
23566,EGG CUP MILKMAID HEIDI,-4,-5.0,1
21826,EIGHT PIECE DINOSAUR SET,-4,-5.0,1
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,-2,-4.98,1
23123,COCKTAIL SWORDS 50 PIECES,-6,-4.98,2
22062,CERAMIC BOWL WITH LOVE HEART DESIGN,-6,-4.98,1
23411,TRELLIS COAT RACK,-1,-4.95,1
23424,GINGHAM RECIPE BOOK BOX,-1,-4.95,1
21317,GLASS SPHERE CANDLE STAND MEDIUM,-1,-4.95,1
84629,WHITE 3 FRAME BIRDS AND TREE,-1,-4.95,1
79320,FLAMINGO LIGHTS,-1,-4.95,1
23405,HOME SWEET HOME 2 DRAWER CABINET,-1,-4.95,1
23117,POPPY FIELDS CHOPPING BOARD,-1,-4.95,1
21708,FOLDING UMBRELLA CREAM POLKADOT,-1,-4.95,1
23180,MUM'S KITCHEN CLOCK,-1,-4.95,1
23164,REGENCY CAKE SLICE,-1,-4.95,1
23191,BUNDLE OF 3 RETRO NOTE BOOKS,-3,-4.949999999999999,2
21928,JUMBO BAG SCANDINAVIAN PAISLEY,-3,-4.949999999999999,2
23329,DECORATIVE WICKER HEART LARGE,-3,-4.949999999999999,1
23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,-3,-4.949999999999999,2
79164,BLACK WINE GLASS,-3,-4.949999999999999,1
23274,STAR T-LIGHT HOLDER WILLIE WINKIE,-3,-4.949999999999999,3
22241,GARLAND WOODEN HAPPY EASTER,-4,-4.8100000000000005,3
23327,HANGING CLEAR MINI BOTTLE,-8,-4.720000000000001,2
21822,GLITTER CHRISTMAS TREE WITH BELLS,-3,-4.6899999999999995,2
21179,NO JUNK MAIL METAL SIGN,-12,-4.68,1
22615,PACK OF 12 CIRCUS PARADE TISSUES,-12,-4.68,1
22287,DECORATION WOBBLY CHICKEN,-12,-4.68,1
22161,HEART DECORATION RUSTIC HANGING,-24,-4.5600000000000005,1
21084,SET/6 COLLAGE PAPER CUPS,-24,-4.5600000000000005,1
21144,PINK POODLE HANGING DECORATION,-12,-4.5600000000000005,1
21650,ASSORTED TUTTI FRUTTI BRACELET,-24,-4.5600000000000005,1
84660A,WHITE STITCHED WALL CLOCK,-2,-4.54,2
21578,WOODLAND DESIGN  COTTON TOTE BAG,-2,-4.5,1
22650,CERAMIC PIRATE CHEST MONEY BANK,-3,-4.35,2
90200B,BLACK SWEETHEART BRACELET,-1,-4.25,1
90018A,SILVER M.O.P ORBIT DROP EARRINGS,-1,-4.25,1
90018C,SILVER BLACK ORBIT DROP EARRINGS,-1,-4.25,1
22262,FELT EGG COSY CHICKEN,-5,-4.25,2
22245,"HOOK, 1 HANGER ,MAGIC GARDEN",-5,-4.25,2
22372,AIRLINE BAG VINTAGE WORLD CHAMPION,-1,-4.25,1
21407,BROWN CHECK CAT DOORSTOP,-1,-4.25,1
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,-2,-4.2,1
22412,METAL SIGN NEIGHBOURHOOD WITCH,-2,-4.2,1
22440,BALLOON WATER BOMB PACK OF 35,-10,-4.2,1
84927D,LA PALMIERA TILE HOOK,-2,-4.2,1
84927E,FLOWERS TILE HOOK,-2,-4.2,1
20752,BLUE POLKADOT WASHING UP GLOVES,-2,-4.2,2
10133,COLOURING PENCILS BROWN TUBE,-10,-4.2,1
85088,CANDY SPOT HAND BAG,-2,-4.2,1
22515,CHILDS GARDEN SPADE PINK,-2,-4.2,1
23312,VINTAGE CHRISTMAS GIFT SACK,-1,-4.15,1
23390,DOLLY GIRL MINI BACKPACK,-1,-4.15,1
23129,HEART SHAPED HOLLY WREATH,-1,-4.15,1
84884A,ANT WHITE WIRE HEART SPIRAL,-1,-3.95,1
84813,SET OF 4 DIAMOND NAPKIN RINGS,-1,-3.95,1
22188,BLACK HEART CARD HOLDER,-1,-3.95,1
21395,BLUE POLKADOT BEAKER,-10,-3.9,3
35004G,SET OF 3 GOLD FLYING DUCKS,-2,-3.9,1
85132A,CHARLIE + LOLA BISCUITS TINS,-2,-3.9,2
22319,HAIRCLIPS FORTIES FABRIC ASSORTED,-6,-3.9,1
21263,GREEN GOOSE FEATHER TREE 60CM,-2,-3.9,1
22097,SWALLOW SQUARE TISSUE BOX,-10,-3.9,1
23368,SET 12 COLOUR PENCILS DOLLY GIRL,-6,-3.9,2
21143,ANTIQUE GLASS HEART DECORATION,-2,-3.9,2
47591D,PINK FAIRY CAKE CHILDRENS APRON,-2,-3.9,2
84857B,BLUE MONTE CARLO HANDBAG,-2,-3.9,1
21461,BLUE EASTER EGG HUNT START POST,-2,-3.9,2
21704,BAG 250G SWIRLY MARBLES,-5,-3.86,3
84856S,SMALL TAHITI BEACH BAG,-1,-3.81,1
84870B,BLUE GEISHA GIRL,-1,-3.75,1
21390,FILIGRIS HEART WITH BUTTERFLY,-3,-3.75,1
21775,DECORATIVE FLORE BATHROOM BOTTLE,-3,-3.75,1
84685,BEACH HUT KEY CABINET,-1,-3.75,1
85098B,BLUE FLYING SINGING CANARY,-1,-3.75,1
23061,VINTAGE EMBOSSED HEART,-3,-3.75,1
22511,RETROSPOT BABUSHKA DOORSTOP,-1,-3.75,1
22202,MILK PAN PINK POLKADOT,-1,-3.75,1
82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,-3,-3.75,1
22772,PINK DRAWER KNOB ACRYLIC EDWARDIAN,-3,-3.75,2
15060B,FAIRY CAKE DESIGN UMBRELLA,-1,-3.75,1
90064B,BLACK VINTAGE  CRYSTAL EARRINGS,-1,-3.75,1
35001W,HAND OPEN SHAPE DECO.WHITE,-1,-3.49,1
20982,12 PENCILS TALL TUBE SKULLS,-4,-3.4,3
22601,CHRISTMAS RETROSPOT ANGEL WOOD,-4,-3.4,3
22249,DECORATION WHITE CHICK MAGIC GARDEN,-4,-3.4,1
84559B,3D SHEET OF CAT STICKERS,-4,-3.4,1
84452,METAL RABBIT LADDER EASTER,-4,-3.4,1
22261,FELT EGG COSY WHITE RABBIT,-4,-3.4,1
21422,PORCELAIN ROSE SMALL,-4,-3.4,2
22260,FELT EGG COSY BLUE RABBIT,-4,-3.4,1
22250,DECORATION  BUTTERFLY  MAGIC GARDEN,-4,-3.4,1
22354,RETROSPOT PADDED SEAT CUSHION,-1,-3.39,1
22713,CARD I LOVE LONDON,-8,-3.36,1
22450,SILK PURSE BABUSHKA BLUE,-1,-3.35,1
23332,IVORY WICKER HEART LARGE,-2,-3.3,1
23190,BUNDLE OF 3 SCHOOL EXERCISE BOOKS,-2,-3.3,2
23023,RIDGED BONNE JAM JAR T-LIGHT HOLDER,-2,-3.3,1
85114B,IVORY ENCHANTED FOREST PLACEMAT,-2,-3.3,1
21206,STRAWBERRY HONEYCOMB  GARLAND,-2,-3.3,1
22331,WOODLAND PARTY BAG + STICKER SET,-2,-3.3,2
DOT,DOTCOM POSTAGE,-1,-3.29,1
84595E,LARGE TORTILLA DESIGN RED BOWL,-1,-3.29,1
21900,"KEY FOB , SHED",-5,-3.25,2
23377,PACK OF 12 DOLLY GIRL TISSUES,-8,-3.12,1
23630,SET 10 CARDS HANGING BAUBLES 17080,-1,-2.99,1
15044B,BLUE PAPER PARASOL,-1,-2.95,1
22452,MEASURING TAPE BABUSHKA PINK,-1,-2.95,1
90162B,ANT SILVER LIME GREEN BOUDICCA RING,-1,-2.95,1
20936,FORKED CACTUS CANDLE,-1,-2.95,1
15044A,PINK PAPER PARASOL,-1,-2.95,1
22483,RED GINGHAM TEDDY BEAR,-1,-2.95,1
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,-1,-2.95,1
85087,CANDY SPOT CUSHION COVER,-1,-2.95,1
84086B,YELLOW/BLUE RETRO RADIO,-1,-2.95,1
22811,SET OF 6 T-LIGHTS CACTI,-1,-2.95,1
85185B,PINK HORSE SOCK PUPPET KIT,-1,-2.95,1
22453,MEASURING TAPE BABUSHKA BLUE,-1,-2.95,1
22272,FELTCRAFT DOLL MARIA,-1,-2.95,1
21380,WOODEN HAPPY BIRTHDAY GARLAND,-1,-2.95,1
21316,SMALL CHUNKY GLASS ROMAN  BOWL,-1,-2.95,1
22154,ANGEL DECORATION 3 BUTTONS,-7,-2.94,3
21972,SET OF 36 DINOSAUR PAPER DOILIES,-2,-2.9,2
22949,SET OF 36 DOLLY GIRL PAPER DOILIES,-2,-2.9,1
23189,SET OF 12 FORK CANDLES,-1,-2.89,1
16219,HOUSE SHAPE PENCIL SHARPENER,-48,-2.88,1
21981,PACK OF 12 WOODLAND TISSUES,-7,-2.73,1
20973,12 PENCIL SMALL TUBE WOODLAND,-4,-2.6,2
22350,ILLUSTRATED CAT BOWL,-1,-2.55,1
21556,CERAMIC STRAWBERRY MONEY BOX,-1,-2.55,1
21201,TROPICAL  HONEYCOMB PAPER GARLAND,-1,-2.55,1
84508A,CAMOUFLAGE DESIGN TEDDY,-1,-2.55,1
85188A,GREEN METAL SWINGING BUNNY,-3,-2.55,1
22638,SET OF 4 NAPKIN CHARMS CROWNS,-1,-2.55,1
22908,PACK OF 20 NAPKINS RED APPLES,-3,-2.55,2
84659A,WHITE TRAVEL ALARM CLOCK,-1,-2.55,1
90076,MONTANA DIAMOND CLUSTER EARRINGS,-1,-2.55,1
22584,PACK OF 6 PANNETONE GIFT BOXES,-1,-2.55,1
71459,HANGING JAM JAR T-LIGHT HOLDERS,-3,-2.55,1
85023C,PINK LARGE JEWELED PHOTOFRAME,-1,-2.55,1
21588,RETROSPOT GIANT TUBE MATCHES,-1,-2.55,1
20772,GARDEN PATH JOURNAL,-1,-2.55,1
22305,COFFEE MUG PINK PAISLEY DESIGN,-1,-2.55,1
22419,LIPSTICK PEN RED,-6,-2.52,1
21412,VINTAGE GOLD TINSEL REEL,-6,-2.52,1
84800S,SMALL WHITE/PINK ROSE ART FLOWER,-2,-2.5,1
23503,PLAYING CARDS KEEP CALM & CARRY ON,-2,-2.5,2
21272,SALLE DE BAIN HOOK,-2,-2.5,2
85183A,CHARLIE & LOLA WASTEPAPER BIN BLUE,-2,-2.5,2
21494,ROTATING LEAVES T-LIGHT HOLDER,-2,-2.5,1
20941,FROG CANDLE,-2,-2.5,1
35471D,SET OF 3 BIRD LIGHT PINK FEATHER,-2,-2.5,2
23437,50'S CHRISTMAS GIFT BAG LARGE,-2,-2.5,1
21125,SET 6 FOOTBALL CELEBRATION CANDLES,-2,-2.5,2
23150,IVORY SWEETHEART SOAP DISH,-1,-2.49,1
23122,PARTY CHARMS 50 PIECES,-3,-2.4899999999999998,2
22096,PINK PAISLEY SQUARE TISSUE BOX,-6,-2.34,1
84251B,"GREETING CARD, STICKY GORDON",-12,-2.28,1
21088,SET/6 FRUIT SALAD PAPER CUPS,-12,-2.28,1
79337,BLUE FLOCK GLASS CANDLEHOLDER,-6,-2.28,1
85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,-1,-2.1,1
22378,WALL TIDY RETROSPOT,-1,-2.1,1
20751,FUNKY WASHING UP GLOVES ASSORTED,-1,-2.1,1
20830,SILVER PHOTO FRAME,-1,-2.1,1
22878,NUMBER TILE COTTAGE GARDEN NO,-1,-2.1,1
20754,RETROSPOT RED WASHING UP GLOVES,-1,-2.1,1
21417,COCKLE SHELL DISH,-1,-2.1,1
21647,ASSORTED TUTTI FRUTTI LARGE PURSE,-1,-2.1,1
23419,HOME SWEET HOME BOTTLE,-1,-2.08,1
22066,LOVE HEART TRINKET POT,-5,-1.9500000000000002,2
23452,HEART MINI PORTRAIT FRAME,-1,-1.95,1
22471,TV DINNER TRAY AIR HOSTESS,-1,-1.95,1
22131,FOOD CONTAINER SET 3 LOVE HEART,-1,-1.95,1
22789,T-LIGHT HOLDER SWEETHEART HANGING,-1,-1.95,1
22883,NUMBER TILE VINTAGE FONT 4,-1,-1.95,1
22882,NUMBER TILE VINTAGE FONT 3,-1,-1.95,1
84927F,PSYCHEDELIC TILE HOOK,-5,-1.95,1
20705,MRS ROBOT SOFT TOY,-1,-1.95,1
84857C,PINK MONTE CARLO HANDBAG,-1,-1.95,1
84906,PINK BUTTERFLY CUSHION COVER,-1,-1.95,1
22877,NUMBER TILE COTTAGE GARDEN 9,-1,-1.95,1
22869,NUMBER TILE COTTAGE GARDEN 1,-1,-1.95,1
22885,NUMBER TILE VINTAGE FONT 6,-1,-1.95,1
21033,JUMBO BAG CHARLIE AND LOLA TOYS,-1,-1.79,1
22229,BUNNY WOODEN PAINTED WITH FLOWER,-2,-1.7,1
17129F,BLUE GLASS GEMS IN BAG,-2,-1.7,1
22581,WOOD STOCKING CHRISTMAS SCANDISPOT,-2,-1.7,1
23285,PINK VINTAGE SPOT BEAKER,-2,-1.7,1
22228,BUNNY WOODEN PAINTED WITH BIRD,-2,-1.7,1
21385,IVORY HANGING DECORATION  HEART,-2,-1.7,1
84849B,FAIRY SOAP SOAP HOLDER,-1,-1.69,1
22152,PLACE SETTING WHITE STAR,-4,-1.68,2
23280,FOLDING BUTTERFLY MIRROR HOT PINK,-2,-1.66,1
22906,12 MESSAGE CARDS WITH ENVELOPES,-1,-1.65,1
22195,LARGE HEART MEASURING SPOONS,-1,-1.65,1
21584,RETROSPOT SMALL TUBE MATCHES,-1,-1.65,1
85039A,SET/4 RED MINI ROSE CANDLE IN BOWL,-1,-1.65,1
85024C,PINK SMALL JEWELLED PHOTOFRAME,-1,-1.65,1
85025C,PINK HEART SHAPE PHOTO FRAME,-1,-1.65,1
21935,SUKI  SHOULDER BAG,-1,-1.65,1
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,-1,-1.65,1
22296,HEART IVORY TRELLIS LARGE,-1,-1.65,1
21319,GLASS CHALICE GREEN  SMALL,-1,-1.65,1
23188,VINTAGE  2 METRE FOLDING RULER,-1,-1.65,1
85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,-1,-1.65,1
85211,S/4 GROOVY CAT MAGNETS,-2,-1.58,1
37327,ASSTD MULTICOLOUR CIRCLES MUG,-4,-1.56,1
46000M,POLYESTER FILLER PAD 45X45CM,-1,-1.55,1
47574A,ENGLISH ROSE SCENTED HANGING FLOWER,-2,-1.5,1
21973,SET OF 36 MUSHROOM PAPER DOILIES,-1,-1.45,1
22136,LOVE HEART SOCK HANGER,-1,-1.45,1
21248,DOOR HANGER  MUM + DADS ROOM,-1,-1.45,1
20957,PORCELAIN HANGING BELL SMALL,-1,-1.45,1
22950,SET OF 36 VINTAGE CHRISTMAS DOILIES,-1,-1.45,1
22671,FRENCH LAUNDRY SIGN BLUE METAL,-1,-1.45,1
47013C,WINE BOTTLE DRESSING DARK BLUE,-12,-1.44,1
22608,PENS ASSORTED FUNKY JEWELED,-7,-1.33,1
22227,HANGING HEART MIRROR DECORATION,-2,-1.3,2
21383,PACK OF 12 STICKY BUNNIES,-2,-1.3,1
22820,GIFT BAG BIRTHDAY,-2,-1.3,1
79190A,RETRO PLASTIC 70'S TRAY,-3,-1.26,1
22999,TRAVEL CARD WALLET VINTAGE LEAF,-3,-1.26,2
21163,DO NOT TOUCH MY STUFF DOOR HANGER,-1,-1.25,1
22053,EMPIRE DESIGN ROSETTE,-1,-1.25,1
35921,EASTER BUNNY HANGING GARLAND,-1,-1.25,1
23370,SET 36 COLOURING PENCILS DOILY,-1,-1.25,1
85169D,PINK LOVE BIRD CANDLE,-1,-1.25,1
23568,EGG CUP HENRIETTA HEN CREAM,-1,-1.25,1
22975,SPACEBOY CHILDRENS EGG CUP,-1,-1.25,1
85036A,GARDENIA 1 WICK MORRIS BOXED CANDLE,-1,-1.25,1
23100,SILVER BELLS TABLE DECORATION,-1,-1.25,1
22757,LARGE RED BABUSHKA NOTEBOOK,-1,-1.25,1
22954,HEN PARTY CORDON BARRIER TAPE,-1,-1.25,1
22279,POCKET BAG BLUE PAISLEY RED SPOT,-1,-1.25,1
21447,12 IVORY ROSE PEG PLACE SETTINGS,-1,-1.25,1
20707,CRAZY DAISY HEART DECORATION,-1,-1.25,1
22406,MONEY BOX KINGS CHOICE DESIGN,-1,-1.25,1
21456,2 PICTURE BOOK EGGS EASTER CHICKS,-1,-1.25,1
22977,DOLLY GIRL CHILDRENS EGG CUP,-1,-1.25,1
22409,MONEY BOX BISCUITS DESIGN,-1,-1.25,1
21648,ASSORTED TUTTI FRUTTI SMALL PURSE,-1,-1.25,1
21718,RED METAL BEACH SPADE,-1,-1.25,1
84510A,SET OF 4 ENGLISH ROSE COASTERS,-1,-1.25,1
23567,EGG CUP HENRIETTA HEN PINK,-1,-1.25,1
22316,200 BENDY SKULL STRAWS,-1,-1.25,1
23264,SET OF 3 WOODEN SLEIGH DECORATIONS,-1,-1.25,1
21774,DECORATIVE CATS BATHROOM BOTTLE,-1,-1.25,1
10135,COLOURING PENCILS BROWN TUBE,-1,-1.25,1
22563,HAPPY STENCIL CRAFT,-1,-1.25,1
22477,WATERING CAN GARDEN MARKER,-1,-1.25,1
21736,GOLD SCROLL GLASS T-LIGHT HOLDER,-3,-1.17,1
37340,MULTICOLOUR SPRING FLOWER MUG,-3,-1.17,2
21015,DARK BIRD HOUSE TREE DECORATION,-4,-1.16,1
22560,TRADITIONAL MODELLING CLAY,-1,-1.06,1
22405,MONEY BOX POCKET MONEY DESIGN,-1,-1.06,1
84971S,SMALL HEART FLOWERS HOOK,-1,-0.85,1
85176,SEWING SUSAN 21 NEEDLE SET,-1,-0.85,1
85213,MINI  ZINC GARDEN DECORATIONS,-1,-0.85,1
20832,RED FLOCK LOVE HEART PHOTO FRAME,-1,-0.85,1
21722,SWEET PUDDING STICKER SHEET,-1,-0.85,1
22594,CHRISTMAS GINGHAM TREE,-1,-0.85,1
21389,IVORY HANGING DECORATION  BIRD,-1,-0.85,1
22268,EASTER DECORATION SITTING BUNNY,-1,-0.85,1
72140E,BEST DAD CANDLE LETTERS,-1,-0.85,1
23398,HANGING HEART BONHEUR,-1,-0.85,1
35961,FOLKART ZINC HEART CHRISTMAS DEC,-1,-0.85,1
22321,BIRD DECORATION RED RETROSPOT,-1,-0.85,1
84006,MAGIC TREE -PAPER FLOWERS,-1,-0.85,1
85177,BASKET OF FLOWERS SEWING KIT,-1,-0.85,1
22547,MINI JIGSAW DINOSAUR,-2,-0.84,1
23508,MINI PLAYING CARDS DOLLY GIRL,-2,-0.84,1
22534,MAGIC DRAWING SLATE SPACEBOY,-2,-0.84,1
22489,PACK OF 12 TRADITIONAL CRAYONS,-2,-0.84,2
22421,LIPSTICK PEN FUSCHIA,-2,-0.84,1
21520,BOOZE & WOMEN GREETING CARD,-2,-0.84,1
62043B,BLUE CHECK BAG W HANDLE 34X20CM,-1,-0.83,1
23375,50'S CHRISTMAS PAPER GIFT BAG,-1,-0.82,1
84751B,BLACK MEDIUM GLASS CAKE STAND,-1,-0.79,1
85160B,BLACK BIRD GARDEN DESIGN MUG,-2,-0.78,1
35598D,PINK/WHITE CHRISTMAS TREE 60CM,-1,-0.65,1
51020A,SUMMER FUN DESIGN SHOWER CAP,-2,-0.58,1
16258A,SWIRLY CIRCULAR RUBBERS IN BAG,-1,-0.42,1
84228,HEN HOUSE W CHICK STANDING,-1,-0.42,1
23005,TRAVEL CARD WALLET I LOVE LONDON,-1,-0.42,1
21503,TOYBOX  WRAP,-1,-0.42,1
44234,ASSORTED CIRCULAR MOBILE,-2,-0.42,1
47422,ASSORTED MONKEY SUCTION CUP HOOK,-1,-0.42,1
21802,CHRISTMAS TREE HEART DECORATION,-1,-0.42,1
22546,MINI JIGSAW PURDEY,-1,-0.42,1
22545,MINI JIGSAW BUNNIES,-1,-0.42,1
22540,MINI JIGSAW CIRCUS PARADE,-1,-0.42,1
22400,MAGNETS PACK OF 4 HOME SWEET HOME,-1,-0.39,1
35923,CANDY HEART HANGING DECORATION,-1,-0.39,1
84927A,WAKE UP COCKEREL TILE HOOK,-1,-0.39,1
21982,PACK OF 12 SUKI TISSUES,-1,-0.39,1
84750B,BLACK SMALL GLASS CAKE STAND,-1,-0.39,1
79030D,TUMBLER BAROQUE,-1,-0.39,1
23185,FRENCH STYLE STORAGE JAR JAM,-1,-0.29,1
51020B,STRIPY DESIGN SHOWER CAP,-1,-0.29,1
16235,RECYCLED PENCIL WITH RABBIT ERASER,-1,-0.21,1
21883,STARS GIFT TAPE,-1,-0.19,1
85204,HANGING WOOD AND FELT FLOWER,-1,-0.12,1
DCGS0070,PRODUTO SEM DESCRIÇÃO,-8,0.0,1
DCGS0069,EBAY,-5,0.0,1
DCGS0068,EBAY,-10,0.0,1
DCGS0067,EBAY,-11,0.0,1
DCGS0066P,PRODUTO SEM DESCRIÇÃO,-3,0.0,1
DCGS0057,PRODUTO SEM DESCRIÇÃO,-6,0.0,1
DCGS0055,PRODUTO SEM DESCRIÇÃO,-1,0.0,1
DCGS0003,EBAY,-7,0.0,1
90210D,CHECK,-28,0.0,1
90210C,PRODUTO SEM DESCRIÇÃO,-10,0.0,1
15044B,PRODUTO SEM DESCRIÇÃO,-27,0.0,1
15036,PRODUTO SEM DESCRIÇÃO,-530,0.0,1
DCGS0071,PRODUTO SEM DESCRIÇÃO,-2,0.0,1
23187,CHECK,-62,0.0,1
23175,PRODUTO SEM DESCRIÇÃO,-44,0.0,1
23169,SMASHED,-235,0.0,1
23159,PRODUTO SEM DESCRIÇÃO,-99,0.0,1
23155,SOLD AS SET ON DOTCOM,-84,0.0,1
23152,PRODUTO SEM DESCRIÇÃO,-23,0.0,1
23135,PRODUTO SEM DESCRIÇÃO,-27,0.0,1
23131,PRODUTO SEM DESCRIÇÃO,-12,0.0,1
23131,?,-49,0.0,1
23118,CHECK,-6,0.0,1
23118,BREAKAGES,-30,0.0,1
23117,DAMAGED,-1440,0.0,1
23116,DAMAGED,-1440,0.0,1
23115,DAMAGED,-1440,0.0,1
23114,DAMAGED,-1440,0.0,1
23113,DAMAGED,-1440,0.0,1
23091,PRODUTO SEM DESCRIÇÃO,-15,0.0,1
23090,MISSING,-338,0.0,1
23084,TEMP ADJUSTMENT,-484,0.0,1
23084,PRODUTO SEM DESCRIÇÃO,-484,0.0,2
23072,DAMAGES,-50,0.0,1
23071,DAMAGES,-65,0.0,1
23066,PRODUTO SEM DESCRIÇÃO,-13,0.0,1
23065,PRODUTO SEM DESCRIÇÃO,-13,0.0,1
23064,CRUSHED,-8,0.0,1
23059,THROWN AWAY-RUSTY,-2376,0.0,1
23057,RUSTY THROW AWAY,-280,0.0,1
23056,RUSTY THROW AWAY,-210,0.0,1
23055,RUSTY THROWN AWAY,-398,0.0,1
23035,CHECK,-64,0.0,1
23270,INCORRECT STOCK ENTRY.,-2880,0.0,1
23269,INCORRECT STOCK ENTRY.,-1440,0.0,1
23268,INCORRECT STOCK ENTRY.,-1440,0.0,1
23032,DAMAGES,-60,0.0,1
23029,DAMAGES,-20,0.0,1
23028,PRODUTO SEM DESCRIÇÃO,-49,0.0,1
23020,SMASHED,-4,0.0,1
23005,PRINTING SMUDGES/THROWN AWAY,-19200,0.0,2
23003,PRINTING SMUDGES/THROWN AWAY,-9058,0.0,1
22988,PRODUTO SEM DESCRIÇÃO,-161,0.0,2
22968,WATER DAMAGE,-50,0.0,1
22966,PRODUTO SEM DESCRIÇÃO,-64,0.0,2
22959,CHECK,-175,0.0,1
23288,CHECK,-63,0.0,1
23284,PRODUTO SEM DESCRIÇÃO,-15,0.0,1
22948,SOLD AS SET ON DOTCOM,-108,0.0,1
22946,CHECK,-21,0.0,1
22945,SOLD AS SET ON DOTCOM,-618,0.0,1
22944,SOLD AS SET ON DOTCOM,-42,0.0,1
22943,CHECK,-33,0.0,2
22927,DAMAGED,-5,0.0,1
22927,?,-40,0.0,1
22926,PRODUTO SEM DESCRIÇÃO,-48,0.0,1
22925,PRODUTO SEM DESCRIÇÃO,-20,0.0,1
22924,SOLD AS SET ON DOTCOM,-30,0.0,1
22923,SOLD AS SET ON DOTCOM,-12,0.0,1
22922,SOLD AS SET ON DOTCOM,-42,0.0,1
22915,SOLD AS SET ON DOTCOM,-204,0.0,1
22893,PRODUTO SEM DESCRIÇÃO,-42,0.0,1
22892,CHECK,-62,0.0,1
22867,PRODUTO SEM DESCRIÇÃO,-99,0.0,1
22866,PRODUTO SEM DESCRIÇÃO,-64,0.0,1
22865,PRODUTO SEM DESCRIÇÃO,-60,0.0,1
23306,PRODUTO SEM DESCRIÇÃO,-786,0.0,2
22863,PRODUTO SEM DESCRIÇÃO,-7,0.0,1
22862,PRODUTO SEM DESCRIÇÃO,-33,0.0,1
22857,SOLD AS SET ON DOTCOM,-48,0.0,1
22856,SOLD AS SET ON DOTCOM,-30,0.0,1
